rank,word,occurrences (ppm),lemma forms
4805,pedimos,13,pedir
4806,niebla,13,niebla
4807,métodos,13,método
4808,durmió,13,dormir
4809,desfile,13,desfile desfilar
4810,creciendo,13,crecer
4811,continua,13,continuo continuar
4812,borracha,13,borracho
4813,beca,13,beca
4814,adolescente,13,adolescente
4815,actos,13,acto
4816,mágica,13,mágico
4817,imbéciles,13,imbécil
4818,huyendo,13,huir
4819,fotógrafo,13,fotógrafo
4820,experimentos,13,experimento
4821,edificios,13,edificio
4822,deténganse,13,detener
4823,cálmense,13,calmar
4824,atmósfera,13,atmósfera
4825,acabaron,13,acabar
4826,votos,13,voto
4827,tareas,13,tarea
4828,presupuesto,13,presupuesto
4829,persecución,13,persecución
4830,enseñarle,13,enseñar
4831,enfermos,13,enfermo
4832,cortes,13,corte cortar
4833,contaste,13,contar
4834,recuerdan,13,recordar
4835,probabilidades,13,probabilidad
4836,núcleo,13,núcleo
4837,multitud,13,multitud
4838,moriré,13,morir
4839,empresas,13,empresa
4840,delta,13,delta
4841,asociación,13,asociación
4842,verdes,13,verde
4843,profesión,13,profesión
4844,pelotón,13,pelotón
4845,paro,13,paro parar
4846,largos,13,largo
4847,danos,13,dar
4848,creído,13,creído creer
4849,cosecha,13,cosecha cosechar
4850,cintas,13,cinta
4851,agallas,13,agallas agalla
4852,vendido,13,vendido vender
4853,tortura,13,tortura torturar
4854,suéltala,13,soltar
4855,sexuales,13,sexual
4856,retirado,13,retirado retirar
4857,reconoces,13,reconocer
4858,pudieran,13,poder
4859,desorden,13,desorden
4860,desarrollo,13,desarrollo desarollar
4861,abandonó,13,abandonar
4862,vodka,13,vodka
4863,violento,13,violento
4864,vestida,13,vestido vestir
4865,probarlo,13,probar
4866,balón,13,balón
4867,población,13,población
4868,pechos,13,pecho
4869,ocurrirá,13,ocurrir
4870,mientes,13,mentir
4871,leal,13,leal
4872,jo,13,jo
4873,federación,13,federación
4874,dí,13,dar
4875,asustaste,13,asustar
4876,apártate,13,apartar
4877,vinieras,13,venir
4878,valioso,13,valioso
4879,profesora,13,profesora
4880,misericordia,13,misericordia
4881,mancha,13,mancha manchar
4882,ilusión,13,ilusión
4883,habrás,13,haber
4884,golpeado,13,golpear
4885,generador,13,generador
4886,empiezas,13,empezar
4887,detuvo,13,detener
4888,despedir,13,despedir
4889,cuerdas,13,cuerda cuerdo
4890,cráneo,13,cráneo
4891,champán,13,champán
4892,cartel,13,cartel
4893,campana,13,campana
4894,vendió,13,vender
4895,rompí,13,romper
4896,revistas,13,revista
4897,ordena,13,ordenar
4898,cállese,13,callar
4899,avanzar,13,avanzar
4900,técnicamente,13,técnicamente
4901,remoto,13,remoto
4902,pudiéramos,13,poder
4903,pega,13,pega pegar
4904,parto,13,partir
4905,nido,13,nido
4906,molestando,13,molestar
4907,gota,13,gota
4908,fracasado,13,fracasado fracasar
4909,esperé,13,esperar
4910,escúcheme,13,escuchar
4911,eco,13,eco
4912,duros,13,duro
4913,dispararle,13,disparar
4914,desaparecieron,13,desaparecer
4915,contarle,13,contar
4916,cargando,13,cargar
4917,caen,13,caer
4918,asesinó,13,asesinar
4919,prométeme,13,prometer
4920,políticos,13,político
4921,plantas,13,planta plantar
4922,oculta,13,oculto ocultar
4923,mundos,13,mundo
4924,fines,13,fin
4925,dueños,13,dueño
4926,detén,13,detener
4927,cm,13,cm centímetro
4928,asesinar,13,asesinar
4929,agosto,13,agosto
4930,rojas,13,roja rojo
4931,pantano,13,pantano
4932,opina,13,opinar
4933,odian,13,odiar
4934,llegaré,13,llegar
4935,impresionado,13,impresionado impresionar
4936,dirigir,13,dirigir
4937,diciembre,13,diciembre
4938,decidimos,13,decidir
4939,conectado,13,conectado conectar
4940,toco,13,tocar
4941,sinceramente,13,sinceramente
4942,relacionado,13,relacionado relacionar
4943,quedaron,13,quedar
4944,levanten,13,levantar
4945,espantoso,13,espantoso
4946,enseño,13,enseñar
4947,enfermedades,13,enfermedad
4948,divirtiendo,13,divertir
4949,cubre,13,cubrir
4950,confidencial,13,confidencial
4951,compre,13,comprar
4952,baúl,13,baúl
4953,baila,13,bailar
4954,aumento,13,aumento aumentar
4955,ascenso,13,ascenso
4956,testimonio,13,testimonio
4957,saliera,13,salir
4958,resiste,13,resistir
4959,párate,13,parar
4960,ofrecer,13,ofrecer
4961,ocupo,13,ocupar
4962,merecía,13,merecer
4963,jabón,13,jabón
4964,hamburguesa,13,hamburguesa
4965,escuelas,13,escuela
4966,equivoco,13,equívoco
4967,caiga,13,caer
4968,beneficio,13,beneficio
4969,suéltalo,12,soltar
4970,rusa,12,ruso
4971,receta,12,receta recetar
4972,modelos,12,modelo
4973,misterioso,12,misterioso
4974,esconder,12,esconder
4975,eche,12,echar
4976,contarte,12,contar
4977,callejón,12,callejón
4978,buscarla,12,buscar
4979,bonitas,12,bonito
4980,toquen,12,tocar
4981,rudo,12,rudo
4982,pasaré,12,pasar
4983,extrañé,12,extrañar
4984,detras,12,detrás
4985,detenerlos,12,detener
4986,delito,12,delito
4987,atacado,12,atacado atacar
4988,traerlo,12,traer
4989,sentencia,12,sentencia
4990,sácame,12,sacar
4991,posibles,12,posible
4992,participar,12,participar
4993,pagas,12,pagar paga
4994,mintió,12,mentir
4995,jefes,12,jefe
4996,excepción,12,excepción
4997,espadas,12,espada
4998,engañado,12,engañado engañar
4999,débiles,12,débil
5000,corporación,12,corporación
5001,cerrados,12,cerrado
5002,carajos,12,carajo
5003,vería,12,ver
5004,seca,12,seco secar
5005,recibiendo,12,recibir
5006,pescar,12,pescar
5007,olvidas,12,olvidar
5008,naciones,12,nación
5009,llevara,12,llevar
5010,graciosa,12,gracioso
5011,emergencias,12,emergencia
5012,conviene,12,convenir
5013,comunicaciones,12,comunicación
5014,caí,12,caer
5015,ocuparé,12,ocupar
5016,niñita,12,niñita
5017,hazte,12,hacer
5018,estupenda,12,estupendo
5019,disciplina,12,disciplina
5020,case,12,casar
5021,arriesgado,12,arriesgado arriesgar
5022,arquitecto,12,arquitecto
5023,vaticano,12,Vaticano
5024,traerme,12,traer
5025,tiroteo,12,tiroteo
5026,sirvo,12,servir
5027,sentirás,12,sentir
5028,ratón,12,ratón
5029,quitarme,12,quitar
5030,quedaba,12,quedar
5031,preguntan,12,preguntar
5032,permíteme,12,permitir
5033,masacre,12,masacre
5034,infancia,12,infancia
5035,indio,12,indio
5036,homosexual,12,homosexual
5037,chance,12,chance
5038,barba,12,barba
5039,artes,12,arte
5040,acerque,12,acercar
5041,susto,12,susto
5042,síntomas,12,síntoma
5043,salvarte,12,salvar
5044,sabio,12,sabio
5045,romance,12,romance
5046,petición,12,petición
5047,peligrosos,12,peligroso
5048,orinar,12,orinar
5049,macho,12,macho
5050,llevarse,12,llevar
5051,lindos,12,lindo
5052,protegerte,12,proteger
5053,profundidad,12,profundidad
5054,pides,12,pedir
5055,permanente,12,permanente
5056,investigaciones,12,investigación
5057,cruzando,12,cruzar
5058,comenzando,12,comenzar
5059,atrapada,12,atrapado atrapar
5060,trampas,12,trampa
5061,tomemos,12,tomar
5062,tímido,12,tímido
5063,ola,12,ola
5064,narices,12,nariz
5065,diana,12,diana Diana
5066,presentarles,12,presentar
5067,pasaremos,12,pasar
5068,observa,12,observar
5069,nacer,12,nacer
5070,mona,12,mona mono
5071,mm,12,mm milímetro
5072,increíblemente,12,increíblemente
5073,despegar,12,despegar
5074,comentario,12,comentario
5075,sufre,12,sufrir
5076,ramera,12,ramera
5077,perfume,12,perfume
5078,oscura,12,oscuro
5079,olas,12,ola
5080,obligado,12,obligado obligar
5081,noviembre,12,noviembre
5082,logré,12,lograr
5083,llevaría,12,llevar
5084,fallado,12,fallado fallar
5085,escocia,12,Escocia
5086,destruyó,12,destruir
5087,conduciendo,12,conducir
5088,camiseta,12,camiseta
5089,venas,12,vena
5090,riendo,12,reír
5091,resistir,12,resistir
5092,pavo,12,pavo
5093,pagué,12,pagar
5094,nieto,12,nieto
5095,liberar,12,liberar
5096,hogares,12,hogar
5097,denle,12,dar
5098,barón,12,barón
5099,aguanto,12,aguantar
5100,vicepresidente,12,vicepresidente
5101,simón,12,simón Simón
5102,querrías,12,querer
5103,quedara,12,quedar
5104,ordenador,12,ordenador
5105,jodidos,12,jodido joder
5106,enfermeras,12,enfermera
5107,despertado,12,despertado despertar
5108,comentarios,12,comentario
5109,alumnos,12,alumno
5110,aburrida,12,aburrido aburrir
5111,superar,12,superar
5112,norma,12,norma normar
5113,musical,12,musical
5114,lápiz,12,lápiz
5115,jodan,12,joder
5116,incluye,12,incluir
5117,fruta,12,fruta
5118,entran,12,entrar
5119,eléctrica,12,eléctrica eléctrico
5120,crítica,12,crítica
5121,comí,12,comer
5122,chip,12,chip
5123,cargado,12,cargado cargar
5124,altas,12,alta alto
5125,venden,12,vender
5126,superiores,12,superior
5127,sufriendo,12,sufrir
5128,sacamos,12,sacar
5129,invitó,12,invitar
5130,huelo,12,oler
5131,harían,12,hacer
5132,gastar,12,gastar
5133,escapa,12,escapar
5134,confirmar,12,confirmar
5135,quitado,12,quitado quitar
5136,probando,12,probar
5137,perímetro,12,perímetro
5138,pegado,12,pegado pegar
5139,olviden,12,olvidar
5140,mentirosa,12,mentiroso
5141,incapaz,12,incapaz
5142,forense,12,forense
5143,ésas,12,ese esa
5144,dignidad,12,dignidad
5145,detectives,12,detective
5146,deportes,12,deporte
5147,delicado,12,delicado
5148,cuarenta,12,cuarenta
5149,constante,12,constante
5150,bebes,12,beber
5151,sesos,12,seso
5152,seriamente,12,seriamente
5153,regresemos,12,regresar
5154,protegiendo,12,proteger
5155,muralla,12,muralla
5156,meterse,12,meter
5157,lleves,12,llevar
5158,inténtalo,12,intentar
5159,huye,12,huir
5160,embarazo,12,embarazo embarazar
5161,debimos,12,deber
5162,cuartos,12,cuarto
5163,copas,12,copa
5164,rehén,12,rehén
5165,pisos,12,piso
5166,persiguiendo,12,perseguir
5167,milagros,12,milagro Milagros
5168,horror,12,horror
5169,emocional,12,emocional
5170,comedor,12,comedor
5171,busqué,12,buscar
5172,buscarme,12,buscar
5173,tumbas,12,tumba tumbar
5174,subtitulado,12,subtitulado
5175,plazo,12,plazo
5176,pesca,12,pesca pescar
5177,muertas,12,muerto morir
5178,mantenerlo,12,mantener
5179,llamaremos,12,llamar
5180,litros,12,litro
5181,horribles,12,horrible
5182,deudas,12,deuda
5183,detiene,12,detener
5184,compraste,12,comprar
5185,comisaría,12,comisaría
5186,verlas,12,ver
5187,vé,12,ver
5188,vago,12,vago vagar
5189,unica,12,único
5190,radiación,12,radiación
5191,múltiples,12,múltiple
5192,muchísimas,12,muchísimo mucho
5193,equivoca,12,equivocar
5194,cuya,12,cuyo
5195,cortinas,12,cortina
5196,tenerla,12,tener
5197,tapa,12,tapa tapar
5198,sorpresas,12,sorpresa
5199,respiro,12,respiro respirar
5200,queja,12,queja quejar
5201,preguntarme,12,preguntar
5202,oyendo,12,oír
5203,mordida,12,mordida mordido morder
5204,mmm,12,mmm
5205,miró,12,mirar
5206,marchar,12,marchar
5207,mantequilla,12,mantequilla
5208,guardián,12,guardián
5209,escándalo,12,escándalo
5210,causó,12,causar
5211,aléjense,12,alejar
5212,acercando,12,acercar
5213,vió,12,ver
5214,tinta,12,tinta tinto
5215,sindicato,12,sindicato
5216,reuniones,12,reunión
5217,pida,12,pedir
5218,personajes,12,personaje
5219,lees,12,leer
5220,dispuesta,12,dispuesto disponer
5221,descripción,12,descripción
5222,calzones,12,calzón
5223,brigada,12,brigada
5224,ayudaría,12,ayudar
5225,repugnante,12,repugnante
5226,odiaba,12,odiar
5227,misa,12,misa
5228,metrópolis,12,metrópolis metrópoli
5229,meterme,12,meter
5230,mamita,12,mamita
5231,jamón,12,jamón
5232,ésos,12,ese esos
5233,cazadores,12,cazador
5234,usarla,12,usar
5235,retraso,12,retraso retrasar
5236,responsabilidades,12,responsabilidad
5237,preocupas,12,preocupar
5238,pagando,12,pagar
5239,linterna,12,linterna
5240,inevitable,12,inevitable
5241,encender,12,encender
5242,distinta,12,distinto
5243,compro,12,comprar
5244,cacería,12,cacería
5245,atacan,12,atacar
5246,usaba,12,usar
5247,parientes,12,pariente
5248,menores,12,menor
5249,jungla,12,jungla
5250,dedicado,12,dedicado dedicar
5251,contentos,12,contento
5252,compraré,12,comprar
5253,astuto,12,astuto
5254,antídoto,12,antídoto
5255,vivas,12,vivir
5256,vano,12,vano
5257,sajones,12,sajón
5258,raros,12,raro
5259,quemado,12,quemado quemar
5260,promesas,12,promesa
5261,parejas,12,pareja parejo
5262,olvidarlo,12,olvidar
5263,locales,12,local
5264,fuga,12,fuga
5265,estaciones,12,estación
5266,dispares,12,disparar
5267,despidieron,12,despedir
5268,asesinada,12,asesinado asesinar
5269,artillería,12,artillería
5270,apariencia,12,apariencia
5271,advertí,12,advertir
5272,sacarme,12,sacar
5273,pueblos,12,pueblo
5274,mágico,12,mágico
5275,garantizo,12,garantizar
5276,excusas,12,excusa excusar
5277,contratar,12,contratar
5278,candidato,12,candidato
5279,anteriormente,12,anteriormente
5280,adicto,12,adicto
5281,sello,11,sello
5282,salvarlo,11,salvar
5283,retrasado,11,retrasado retrasar
5284,placas,11,placa
5285,hermosos,11,hermoso
5286,galleta,11,galleta
5287,escucharon,11,escuchar
5288,chistoso,11,chistoso
5289,anillos,11,anillo
5290,subió,11,subir
5291,solar,11,solar
5292,píldoras,11,píldora
5293,pásame,11,pasar
5294,juegues,11,jugar
5295,grito,11,grito gritar
5296,enseñado,11,enseñado enseñar
5297,encontrarte,11,encontrar
5298,descubrimiento,11,descubrimiento
5299,consigues,11,conseguir
5300,clérigo,11,clérigo
5301,clásico,11,clásico
5302,batallas,11,batalla batallar
5303,uses,11,usar
5304,trates,11,tratar
5305,marzo,11,marzo
5306,hechas,11,hecho hacer
5307,fraude,11,fraude
5308,economía,11,economía
5309,disfrute,11,disfrutar
5310,creerme,11,creer
5311,costo,11,costo costar
5312,consiga,11,conseguir
5313,condena,11,condena
5314,bájate,11,bajar
5315,alivio,11,alivio aliviar
5316,traerá,11,traer
5317,quedaremos,11,quedar
5318,micrófono,11,micrófono
5319,matemáticas,11,matemática
5320,interesan,11,interesar
5321,ida,11,ido ir
5322,hueles,11,oler
5323,giro,11,giro girar
5324,desgraciados,11,desgraciado desgraciar
5325,arroz,11,arroz
5326,andan,11,andar
5327,unido,11,unido unir
5328,traseros,11,trasero
5329,torres,11,torre
5330,seda,11,seda sedar
5331,engañando,11,engañar
5332,encuentres,11,encontrar
5333,controles,11,controlar control
5334,choque,11,choque chocar
5335,celos,11,celo
5336,aclarar,11,aclarar
5337,sentiría,11,sentir
5338,santuario,11,santuario
5339,queden,11,quedar
5340,piratas,11,pirata
5341,impulso,11,impulso
5342,impedir,11,impedir
5343,grita,11,gritar
5344,envíe,11,enviar
5345,entraste,11,entrar
5346,debieron,11,deber
5347,creías,11,creer
5348,cobrar,11,cobrar
5349,audición,11,audición
5350,asesinados,11,asesinado asesinar
5351,afueras,11,afueras
5352,tribu,11,tribu
5353,testamento,11,testamento
5354,postre,11,postre
5355,paró,11,parar
5356,ópera,11,ópera
5357,falló,11,fallar
5358,estatal,11,estatal
5359,esclavo,11,esclavo
5360,déjate,11,dejar
5361,costillas,11,costilla
5362,costará,11,costar
5363,chistes,11,chiste
5364,arreglaré,11,arreglar
5365,alcanza,11,alcanzar
5366,valientes,11,valiente
5367,privilegio,11,privilegio
5368,orina,11,orina
5369,jovencito,11,jovencito joven
5370,invasión,11,invasión
5371,estuvieran,11,estar
5372,estupideces,11,estupidez
5373,encaja,11,encajar
5374,durará,11,durar
5375,descanse,11,descansar
5376,déjanos,11,dejar
5377,camas,11,cama
5378,cables,11,cable
5379,bárbara,11,bárbaro
5380,avanzando,11,avanzar
5381,usualmente,11,usualmente
5382,sagrada,11,sagrado
5383,sable,11,sable
5384,retírense,11,retirar
5385,retirada,11,retirado retirar
5386,psicópata,11,psicópata
5387,preocupo,11,preocupar
5388,plaga,11,plaga plagar
5389,ohh,11,ohh
5390,malvada,11,malvado
5391,existir,11,existir
5392,entendemos,11,entender
5393,bendito,11,bendito bendecir
5394,arregla,11,arreglar
5395,supuestamente,11,supuestamente
5396,residente,11,residente
5397,rescatar,11,rescatar
5398,pesada,11,pesado pesar
5399,oímos,11,oír
5400,locas,11,loco
5401,llegarán,11,llegar
5402,hermanito,11,hermanito hermano
5403,hamburguesas,11,hamburguesa
5404,firmado,11,firmado firmar
5405,entrenar,11,entrenar
5406,encendido,11,encendido encender
5407,disfruten,11,disfrutar
5408,deseaba,11,desear
5409,conocías,11,conocer
5410,cambiaron,11,cambiar
5411,boxeo,11,boxeo boxear
5412,autorizado,11,autorizado autorizar
5413,armadura,11,armadura
5414,sobrevivió,11,sobrevivir
5415,preocupados,11,preocupado preocupar
5416,ocasiones,11,ocasión
5417,necesitarás,11,necesitar
5418,mutante,11,mutante
5419,músculos,11,músculo
5420,mantienen,11,mantener
5421,justa,11,justo
5422,increíbles,11,increíble
5423,incómodo,11,incómodo
5424,harta,11,harto hartar
5425,expedición,11,expedición
5426,esfuerzos,11,esfuerzo
5427,directa,11,directo
5428,deberes,11,deber
5429,contratado,11,contratado contratar
5430,usé,11,usar
5431,sentar,11,sentar
5432,presentes,11,presente presentar
5433,mierdas,11,mierda
5434,merecen,11,merecer
5435,llamaban,11,llamar
5436,ejecución,11,ejecución
5437,darás,11,dar
5438,créame,11,creer
5439,busquemos,11,buscar
5440,afirmativo,11,afirmativo
5441,admito,11,admitir
5442,talla,11,talla tallar
5443,rodeado,11,rodeado rodear
5444,reparar,11,reparar
5445,quitó,11,quitar
5446,patada,11,patada
5447,lea,11,leer
5448,jugado,11,jugar
5449,humilde,11,humilde
5450,encantó,11,encantar
5451,encantará,11,encantar
5452,elefante,11,elefante
5453,echaré,11,echar
5454,demostración,11,demostración
5455,creación,11,creación
5456,compañia,11,compañia
5457,camaradas,11,camarada
5458,bebido,11,bebido beber
5459,bata,11,bata batir
5460,soga,11,soga
5461,signos,11,signo
5462,sentirte,11,sentir
5463,póngase,11,poner
5464,perderé,11,perder
5465,pegar,11,pegar
5466,ondas,11,onda
5467,mapas,11,mapa
5468,mantenerte,11,mantener
5469,llenos,11,lleno
5470,intentes,11,intentar
5471,informar,11,informar
5472,independiente,11,independiente
5473,fuéramos,11,ir ser
5474,encontrarnos,11,encontrar
5475,distintas,11,distinto
5476,conque,11,conque
5477,conozcas,11,conocer
5478,cometa,11,cometa cometer
5479,acostado,11,acostado acostar
5480,pentágono,11,pentágono
5481,pensaría,11,pensar
5482,galería,11,galería
5483,duermo,11,dormir
5484,decepcionado,11,decepcionado
5485,blancas,11,blanco
5486,bajó,11,bajar
5487,ausencia,11,ausencia
5488,asistencia,11,asistencia
5489,usaste,11,usar
5490,suma,11,suma sumar
5491,ogro,11,ogro
5492,griego,11,griego
5493,caballería,11,caballería
5494,bondad,11,bondad
5495,bolsillos,11,bolsillo
5496,avanzada,11,avanzado avanzar
5497,ancestros,11,ancestro
5498,alturas,11,altura
5499,puño,11,puño
5500,otoño,11,otoño
5501,observar,11,observar
5502,mande,11,mandar
5503,ligera,11,ligero
5504,iris,11,iris
5505,horno,11,horno
5506,grosero,11,grosero
5507,elementos,11,elemento
5508,debías,11,deber
5509,culpo,11,culpar
5510,comencemos,11,comenzar
5511,bebo,11,beber
5512,veloz,11,veloz
5513,telefónica,11,telefónico
5514,tatuaje,11,tatuaje
5515,sácalo,11,sacar
5516,resuelto,11,resuelto resolver
5517,quedaría,11,quedar
5518,pais,11,país
5519,nocturno,11,nocturno
5520,líquido,11,líquido
5521,filas,11,fila
5522,estes,11,estar
5523,espías,11,espía
5524,especialidad,11,especialidad
5525,aves,11,ave
5526,amables,11,amable
5527,uniformes,11,uniforme
5528,sentirlo,11,sentir
5529,retrocede,11,retroceder
5530,reconocer,11,reconocer
5531,rebelde,11,rebelde
5532,plena,11,pleno
5533,pervertido,11,pervertido pervertir
5534,obedecer,11,obedecer
5535,mentido,11,mentido mentir
5536,matara,11,matar
5537,llamarla,11,llamar
5538,jade,11,jade
5539,entienda,11,entender
5540,ego,11,ego
5541,echó,11,echar
5542,considero,11,considerar
5543,cobardes,11,cobarde
5544,césped,11,césped
5545,capullo,11,capullo
5546,baños,11,baño
5547,supervivencia,11,supervivencia
5548,soñado,11,soñado soñar
5549,separados,11,separado separar
5550,respirando,11,respirar
5551,negras,11,negro
5552,infantería,11,infantería
5553,identificado,11,identificado identificar
5554,honesta,11,honesto
5555,hambriento,11,hambriento
5556,escribo,11,escribir
5557,despedirme,11,despedir
5558,demos,11,dar
5559,cortesía,11,cortesía
5560,colonia,11,colonia
5561,ayudes,11,ayudar
5562,amiguito,11,amiguito amigo
5563,alfa,11,alfa
5564,temen,11,temer
5565,suéltenme,11,soltar
5566,sensacional,11,sensacional
5567,sacarle,11,sacar
5568,prostitutas,11,prostituta
5569,pondrás,11,poner
5570,literalmente,11,literalmente
5571,licor,11,licor
5572,juzgar,11,juzgar
5573,equilibrio,11,equilibrio
5574,envíen,11,enviar
5575,entregado,11,entregado entregar
5576,corazon,11,corazón
5577,consulta,11,consulta consultar
5578,boxeador,11,boxeador
5579,bahía,11,bahía
5580,usen,11,usar
5581,taller,11,taller
5582,rompiste,11,romper
5583,quitaron,11,quitar
5584,patatas,11,patata
5585,operar,11,operar
5586,mochila,11,mochila
5587,interesada,11,interesado interesar
5588,inspiración,11,inspiración
5589,explicaré,11,explicar
5590,estuviese,11,estar
5591,enero,11,enero
5592,cumple,11,cumplir
5593,claudia,11,claudia Claudia
5594,lógico,11,lógico
5595,islas,11,isla
5596,insignificante,11,insignificante
5597,hermandad,11,hermandad
5598,goma,11,goma
5599,franco,11,franco Franco
5600,duermes,11,dormir
5601,chimenea,11,chimenea
5602,trataron,11,tratar
5603,tardará,11,tardar
5604,sábanas,11,sábana
5605,polo,11,polo
5606,podia,11,poder
5607,perspectiva,11,perspectiva
5608,papás,11,papá
5609,ministerio,11,ministerio
5610,gesto,11,gesto gestar
5611,fumando,11,fumar
5612,disfrutando,11,disfrutar
5613,debas,11,deber
5614,culpar,11,culpar
5615,atreve,11,atrever
5616,arriesgar,11,arriesgar
5617,arabia,11,Arabia arabio
5618,vital,11,vital
5619,túneles,11,túnel
5620,transferencia,11,transferencia
5621,suicidó,11,suicidar
5622,sucios,11,sucio
5623,seguida,11,en seguida seguido seguir
5624,regresamos,11,regresar
5625,recibirá,11,recibir
5626,oculto,11,oculto ocultar
5627,honorable,11,honorable
5628,hmm,11,hmm
5629,generaciones,11,generación
5630,escolar,11,escolar
5631,dámela,11,dar
5632,controlado,11,controlado controlar
5633,constantemente,11,constantemente
5634,cheques,11,cheque
5635,bromeo,11,bromear
5636,australia,11,Australia
5637,asegurarnos,11,asegurar
5638,apetito,11,apetito
5639,vivió,11,vivir
5640,vías,11,vía
5641,piden,11,pedir
5642,órbita,11,órbita
5643,manzanas,11,manzana
5644,interesantes,11,interesante
5645,herir,11,herir
5646,exámenes,11,examen
5647,enfadada,11,enfadado enfadar
5648,cuadras,11,cuadra
5649,cometí,11,cometer
5650,colorado,11,colorado colorar
5651,asia,11,Asia
5652,término,11,término
5653,síndrome,11,síndrome
5654,refrigerador,11,refrigerador
5655,ofrezco,11,ofrecer
5656,mentiste,11,mentir
5657,mecanismo,11,mecanismo
5658,manejarlo,11,manejar
5659,especialista,11,especialista
5660,dejarlos,11,dejar
5661,crucero,11,crucero
5662,avísame,11,avisar
5663,ardiendo,11,arder
5664,saludar,11,saludar
5665,papito,11,papito papá
5666,oficio,11,oficio
5667,metieron,11,meter
5668,estadounidenses,11,estadounidense
5669,divertirnos,11,divertir
5670,cuentan,11,contar
5671,toneladas,10,tonelada
5672,tobillo,10,tobillo
5673,técnico,10,técnico
5674,saudita,10,Arabia Saudita
5675,salvador,10,salvador
5676,sabré,10,saber
5677,presta,10,prestar
5678,ordenar,10,ordenar
5679,naciste,10,nacer
5680,mostró,10,mostrar
5681,moderna,10,moderno
5682,mito,10,mito
5683,juramento,10,juramento
5684,garras,10,garra
5685,consejero,10,consejero
5686,confusión,10,confusión
5687,aguarda,10,aguardar
5688,vuestras,10,vuestro
5689,ventas,10,venta
5690,sirviente,10,sirviente
5691,sierra,10,sierra
5692,serios,10,serio
5693,pónganse,10,poner
5694,perderte,10,perder
5695,juegan,10,jugar
5696,indicado,10,indicado indicar
5697,entrenado,10,entrenado entrenar
5698,enteré,10,enterar
5699,enhorabuena,10,enhorabuena
5700,cuba,10,Cuba
5701,cruce,10,cruce cruzar
5702,crean,10,crear
5703,contarme,10,contar
5704,cancelar,10,cancelar
5705,callar,10,callar
5706,aceptarlo,10,aceptar
5707,suite,10,suite
5708,soñar,10,soñar
5709,provisiones,10,provisión
5710,preferido,10,preferido preferir
5711,normas,10,norma
5712,mientas,10,mentir
5713,mandé,10,mandar
5714,mandado,10,mandado mandar
5715,llámeme,10,llamar
5716,huella,10,huella
5717,gilipollas,10,gilipollas
5718,fingiendo,10,fingir
5719,eterno,10,eterno
5720,escopeta,10,escopeta
5721,divertirse,10,divertir
5722,distintos,10,distinto
5723,desesperado,10,desesperado desesperar
5724,bailarina,10,bailarina bailarín
5725,alimentar,10,alimentar
5726,adora,10,adorar
5727,simpático,10,simpático
5728,ridícula,10,ridículo
5729,respetar,10,respetar
5730,rabia,10,rabia rabiar
5731,presentó,10,presentar
5732,poderosos,10,poderoso
5733,pito,10,pito pitar
5734,perla,10,perla
5735,pendiente,10,pendiente
5736,maestros,10,maestro
5737,humanas,10,humano
5738,estare,10,estar
5739,escuchame,10,escuchar
5740,entere,10,enterar
5741,bésame,10,besar
5742,suicida,10,suicida
5743,suelten,10,soltar
5744,sobrina,10,sobrina
5745,presentarte,10,presentar
5746,padrino,10,padrino
5747,fractura,10,fractura fracturar
5748,explicarte,10,explicar
5749,escuches,10,escuchar
5750,envío,10,envío enviar
5751,enterrar,10,enterrar
5752,destrozado,10,destrozado destrozar
5753,dejarle,10,dejar
5754,condicional,10,condicional
5755,cometió,10,cometer
5756,avergonzado,10,avergonzado avergonzar
5757,artículos,10,artículo
5758,amenazas,10,amenaza amenazar
5759,victima,10,víctima
5760,val,10,val
5761,símbolos,10,símbolo
5762,saltó,10,saltar
5763,repetir,10,repetir
5764,pelos,10,pelo
5765,organizado,10,organizado organizar
5766,novato,10,novato
5767,localizar,10,localizar
5768,lindas,10,lindo
5769,intentan,10,intentar
5770,estara,10,estar
5771,enamorados,10,enamorado enamorar
5772,discutiendo,10,discutir
5773,cajón,10,cajón
5774,aliados,10,aliado aliar
5775,águila,10,águila
5776,sugiere,10,sugerir
5777,sexto,10,sexto
5778,retirarse,10,retirar
5779,reciente,10,reciente
5780,protector,10,protector
5781,presos,10,preso
5782,pidieron,10,pedir
5783,mide,10,medir
5784,materia,10,materia
5785,hueón,10,hueón huevón
5786,gentil,10,gentil
5787,evidente,10,evidente
5788,enlace,10,enlace
5789,dorado,10,dorado dorar
5790,discúlpenme,10,disculpar
5791,dejare,10,dejar
5792,conclusión,10,conclusión
5793,competir,10,competir
5794,auténtico,10,auténtico
5795,anuncios,10,anuncio
5796,afortunadamente,10,afortunadamente
5797,siesta,10,siesta
5798,sentidos,10,sentido sentir
5799,principales,10,principal
5800,mátame,10,matar
5801,hallé,10,hallar
5802,girar,10,girar
5803,extraterrestre,10,extraterrestre
5804,egipto,10,Egipto
5805,canciller,10,canciller
5806,valores,10,valor
5807,recibiste,10,recibir
5808,quítense,10,quitar
5809,protocolo,10,protocolo
5810,preocuparme,10,preocupar
5811,pacto,10,pacto pactar
5812,módulo,10,módulo
5813,inteligentes,10,inteligente
5814,imaginaba,10,imaginar
5815,huracán,10,huracán
5816,dejaba,10,dejar
5817,canales,10,canal
5818,buscaremos,10,buscar
